Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
247155,Google Phone,1,600,08/23/19 15:33,"718 Highland St, Seattle, WA 98101"
247156,AAA Batteries (4-pack),1,2.99,08/13/19 13:32,"224 12th St, Los Angeles, CA 90001"
247157,Lightning Charging Cable,1,14.95,08/18/19 18:08,"69 North St, Atlanta, GA 30301"
247158,AA Batteries (4-pack),1,3.84,08/28/19 06:53,"246 Jefferson St, New York City, NY 10001"
247159,Lightning Charging Cable,1,14.95,08/23/19 19:53,"722 9th St, San Francisco, CA 94016"
247160,Wired Headphones,1,11.99,08/05/19 10:34,"240 4th St, New York City, NY 10001"
247161,AA Batteries (4-pack),1,3.84,08/26/19 13:12,"198 5th St, San Francisco, CA 94016"
247162,AA Batteries (4-pack),1,3.84,08/08/19 16:35,"223 Washington St, Seattle, WA 98101"
247163,20in Monitor,1,109.99,08/28/19 19:01,"323 Lincoln St, San Francisco, CA 94016"
247164,Wired Headphones,1,11.99,08/12/19 16:00,"209 Johnson St, New York City, NY 10001"
247165,AAA Batteries (4-pack),1,2.99,08/22/19 12:43,"552 Main St, Portland, OR 97035"
247166,AAA Batteries (4-pack),1,2.99,08/17/19 20:49,"967 North St, San Francisco, CA 94016"
247167,27in 4K Gaming Monitor,1,389.99,08/03/19 06:41,"40 River St, Seattle, WA 98101"
247168,Macbook Pro Laptop,1,1700,08/08/19 08:17,"815 Main St, New York City, NY 10001"
247169,Google Phone,1,600,08/25/19 20:33,"307 Elm St, Austin, TX 73301"
247170,AA Batteries (4-pack),1,3.84,08/30/19 05:40,"654 Hickory St, Boston, MA 02215"
247171,Lightning Charging Cable,1,14.95,08/27/19 00:14,"941 Lake St, New York City, NY 10001"
247172,27in FHD Monitor,1,149.99,08/07/19 05:21,"424 10th St, San Francisco, CA 94016"
247173,Wired Headphones,1,11.99,08/18/19 12:13,"488 8th St, New York City, NY 10001"
247174,AA Batteries (4-pack),3,3.84,08/22/19 07:55,"151 Pine St, Boston, MA 02215"
247175,Wired Headphones,1,11.99,08/30/19 19:15,"306 Jackson St, New York City, NY 10001"
247176,34in Ultrawide Monitor,1,379.99,08/17/19 21:05,"137 Chestnut St, Seattle, WA 98101"
247177,Lightning Charging Cable,1,14.95,08/19/19 11:14,"358 Highland St, Atlanta, GA 30301"
247178,Lightning Charging Cable,1,14.95,08/17/19 21:15,"849 Main St, Austin, TX 73301"
247179,USB-C Charging Cable,2,11.95,08/04/19 15:56,"844 Main St, Dallas, TX 75001"
247180,Google Phone,1,600,08/25/19 18:36,"752 Center St, San Francisco, CA 94016"
247180,USB-C Charging Cable,1,11.95,08/25/19 18:36,"752 Center St, San Francisco, CA 94016"
247181,USB-C Charging Cable,1,11.95,08/08/19 11:12,"87 Hill St, San Francisco, CA 94016"
247182,Wired Headphones,1,11.99,08/29/19 01:14,"844 Hickory St, San Francisco, CA 94016"
247183,USB-C Charging Cable,1,11.95,08/31/19 13:10,"940 Spruce St, San Francisco, CA 94016"
247184,Bose SoundSport Headphones,1,99.99,08/31/19 21:07,"164 2nd St, Atlanta, GA 30301"
247185,Lightning Charging Cable,1,14.95,08/31/19 10:41,"410 10th St, San Francisco, CA 94016"
247186,Apple Airpods Headphones,1,150,08/07/19 17:35,"932 Hill St, New York City, NY 10001"
247187,Lightning Charging Cable,1,14.95,08/09/19 17:38,"504 Willow St, Dallas, TX 75001"
247188,27in FHD Monitor,1,149.99,08/28/19 11:05,"453 Chestnut St, San Francisco, CA 94016"
247189,LG Dryer,1,600.0,08/17/19 22:09,"364 West St, Los Angeles, CA 90001"
247190,USB-C Charging Cable,2,11.95,08/25/19 14:42,"515 Jackson St, Portland, OR 97035"
247191,Lightning Charging Cable,1,14.95,08/29/19 14:30,"208 Walnut St, San Francisco, CA 94016"
247192,AA Batteries (4-pack),2,3.84,08/28/19 12:49,"199 11th St, Austin, TX 73301"
247193,27in FHD Monitor,1,149.99,08/22/19 20:45,"176 13th St, New York City, NY 10001"
247194,USB-C Charging Cable,1,11.95,08/15/19 14:12,"706 Church St, Seattle, WA 98101"
247195,Lightning Charging Cable,1,14.95,08/05/19 22:36,"433 South St, Atlanta, GA 30301"
247195,USB-C Charging Cable,1,11.95,08/05/19 22:36,"433 South St, Atlanta, GA 30301"
247196,34in Ultrawide Monitor,1,379.99,08/25/19 18:37,"822 1st St, Dallas, TX 75001"
247197,Lightning Charging Cable,2,14.95,08/28/19 14:58,"644 11th St, Los Angeles, CA 90001"
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
247198,ThinkPad Laptop,1,999.99,08/06/19 02:09,"510 Hickory St, Dallas, TX 75001"
247199,Apple Airpods Headphones,1,150,08/14/19 19:43,"758 9th St, Seattle, WA 98101"
247200,Wired Headphones,1,11.99,08/07/19 10:12,"997 River St, Portland, OR 97035"
247201,Apple Airpods Headphones,1,150,08/28/19 18:27,"288 2nd St, Portland, OR 97035"
247202,AA Batteries (4-pack),1,3.84,08/02/19 12:27,"463 Madison St, Atlanta, GA 30301"
247203,AAA Batteries (4-pack),1,2.99,08/11/19 11:44,"169 Jackson St, Dallas, TX 75001"
247204,27in FHD Monitor,1,149.99,08/12/19 14:24,"991 13th St, Boston, MA 02215"
247205,USB-C Charging Cable,1,11.95,08/31/19 01:41,"24 Chestnut St, Atlanta, GA 30301"
247206,27in 4K Gaming Monitor,1,389.99,08/04/19 10:11,"195 Highland St, New York City, NY 10001"
247207,Wired Headphones,1,11.99,08/06/19 13:38,"966 Highland St, Los Angeles, CA 90001"
247208,Flatscreen TV,1,300,08/08/19 13:19,"558 7th St, Seattle, WA 98101"
247209,Google Phone,1,600,08/12/19 08:14,"742 Meadow St, New York City, NY 10001"
247210,27in FHD Monitor,1,149.99,08/21/19 07:52,"783 Adams St, San Francisco, CA 94016"
247211,Apple Airpods Headphones,1,150,08/28/19 19:43,"883 Johnson St, Los Angeles, CA 90001"
247212,Vareebadd Phone,1,400,08/27/19 13:37,"259 14th St, Atlanta, GA 30301"
247213,USB-C Charging Cable,1,11.95,08/05/19 11:42,"462 5th St, Atlanta, GA 30301"
247214,Macbook Pro Laptop,1,1700,08/19/19 07:52,"33 Walnut St, Seattle, WA 98101"
247215,27in FHD Monitor,2,149.99,08/19/19 23:17,"664 Jackson St, San Francisco, CA 94016"
247216,Lightning Charging Cable,2,14.95,08/03/19 08:19,"644 Lincoln St, Austin, TX 73301"
247217,USB-C Charging Cable,1,11.95,08/05/19 13:32,"450 Hill St, Seattle, WA 98101"
247218,Flatscreen TV,1,300,08/07/19 10:36,"420 Church St, New York City, NY 10001"
247219,Bose SoundSport Headphones,1,99.99,08/04/19 09:51,"615 Ridge St, Portland, ME 04101"
247220,Apple Airpods Headphones,1,150,08/26/19 17:21,"370 Wilson St, San Francisco, CA 94016"
247221,AA Batteries (4-pack),1,3.84,08/10/19 20:30,"697 13th St, Seattle, WA 98101"
247222,AAA Batteries (4-pack),1,2.99,08/25/19 22:52,"88 Chestnut St, Austin, TX 73301"
247223,AAA Batteries (4-pack),1,2.99,08/23/19 11:55,"456 Forest St, Atlanta, GA 30301"
247224,Wired Headphones,1,11.99,08/31/19 16:24,"582 14th St, Dallas, TX 75001"
247225,AA Batteries (4-pack),1,3.84,08/26/19 14:48,"700 Hill St, Boston, MA 02215"
247226,ThinkPad Laptop,1,999.99,08/29/19 22:44,"520 Center St, Portland, ME 04101"
247227,Lightning Charging Cable,1,14.95,08/04/19 12:14,"36 Pine St, San Francisco, CA 94016"
247228,Lightning Charging Cable,1,14.95,08/10/19 09:27,"288 Meadow St, San Francisco, CA 94016"
247229,Bose SoundSport Headphones,1,99.99,08/08/19 12:38,"967 Wilson St, Boston, MA 02215"
247230,AAA Batteries (4-pack),2,2.99,08/20/19 20:16,"977 Dogwood St, Los Angeles, CA 90001"
247231,USB-C Charging Cable,1,11.95,08/16/19 09:59,"449 Cherry St, Dallas, TX 75001"
247232,USB-C Charging Cable,1,11.95,08/09/19 09:57,"734 Johnson St, Seattle, WA 98101"
247233,Apple Airpods Headphones,1,150,08/19/19 15:45,"238 7th St, New York City, NY 10001"
247234,AA Batteries (4-pack),1,3.84,08/18/19 05:22,"177 Elm St, San Francisco, CA 94016"
247235,Wired Headphones,1,11.99,08/12/19 09:41,"118 Hickory St, Boston, MA 02215"
247236,AA Batteries (4-pack),1,3.84,08/14/19 03:15,"988 Walnut St, Dallas, TX 75001"
247237,AAA Batteries (4-pack),1,2.99,08/06/19 08:28,"338 7th St, Atlanta, GA 30301"
247238,USB-C Charging Cable,1,11.95,08/16/19 16:55,"297 Sunset St, New York City, NY 10001"
247238,Bose SoundSport Headphones,1,99.99,08/16/19 16:55,"297 Sunset St, New York City, NY 10001"
247239,USB-C Charging Cable,1,11.95,08/23/19 17:51,"935 Jefferson St, New York City, NY 10001"
247240,USB-C Charging Cable,1,11.95,08/28/19 11:59,"579 10th St, Los Angeles, CA 90001"
247241,Lightning Charging Cable,1,14.95,08/02/19 11:47,"686 Dogwood St, San Francisco, CA 94016"
247242,Apple Airpods Headphones,1,150,08/22/19 20:34,"169 Walnut St, Boston, MA 02215"
247243,Wired Headphones,1,11.99,08/13/19 10:52,"366 14th St, Atlanta, GA 30301"
247244,Lightning Charging Cable,1,14.95,08/11/19 15:24,"66 Johnson St, Dallas, TX 75001"
247245,ThinkPad Laptop,1,999.99,08/22/19 23:19,"629 13th St, Portland, OR 97035"
247246,Lightning Charging Cable,1,14.95,08/09/19 21:15,"20 Elm St, New York City, NY 10001"
247247,AAA Batteries (4-pack),1,2.99,08/11/19 20:00,"253 Ridge St, Austin, TX 73301"
247248,LG Washing Machine,1,600.0,08/18/19 15:20,"253 7th St, San Francisco, CA 94016"
247249,Lightning Charging Cable,1,14.95,08/13/19 14:49,"976 Hill St, New York City, NY 10001"
247250,Apple Airpods Headphones,1,150,08/29/19 22:25,"932 Hickory St, San Francisco, CA 94016"
247251,Bose SoundSport Headphones,1,99.99,08/08/19 09:37,"567 Center St, San Francisco, CA 94016"
247252,34in Ultrawide Monitor,1,379.99,08/12/19 08:03,"183 Wilson St, Boston, MA 02215"
247253,27in 4K Gaming Monitor,1,389.99,08/01/19 23:28,"871 5th St, San Francisco, CA 94016"
247254,AAA Batteries (4-pack),1,2.99,08/24/19 11:48,"159 10th St, San Francisco, CA 94016"
247255,Lightning Charging Cable,1,14.95,08/16/19 07:15,"160 6th St, Los Angeles, CA 90001"
247256,34in Ultrawide Monitor,1,379.99,08/13/19 22:51,"176 Church St, Los Angeles, CA 90001"
247257,ThinkPad Laptop,1,999.99,08/27/19 09:20,"185 Wilson St, Dallas, TX 75001"
247258,Bose SoundSport Headphones,1,99.99,08/19/19 20:07,"810 Willow St, New York City, NY 10001"
247259,Lightning Charging Cable,1,14.95,08/01/19 12:37,"642 Pine St, New York City, NY 10001"
247260,Apple Airpods Headphones,1,150,08/04/19 14:56,"683 Cedar St, San Francisco, CA 94016"
247261,Apple Airpods Headphones,1,150,08/28/19 11:08,"692 4th St, New York City, NY 10001"
247262,Wired Headphones,1,11.99,08/25/19 13:23,"787 Wilson St, Boston, MA 02215"
247263,USB-C Charging Cable,2,11.95,08/25/19 12:39,"955 Elm St, Los Angeles, CA 90001"
247264,iPhone,1,700,08/25/19 20:14,"953 4th St, Boston, MA 02215"
247264,Lightning Charging Cable,1,14.95,08/25/19 20:14,"953 4th St, Boston, MA 02215"
247264,Wired Headphones,1,11.99,08/25/19 20:14,"953 4th St, Boston, MA 02215"
247265,USB-C Charging Cable,2,11.95,08/21/19 15:08,"781 11th St, Portland, OR 97035"
247266,Lightning Charging Cable,1,14.95,08/11/19 20:57,"582 Elm St, Portland, OR 97035"
247267,Lightning Charging Cable,1,14.95,08/13/19 14:24,"41 Madison St, New York City, NY 10001"
247268,Lightning Charging Cable,1,14.95,08/15/19 16:15,"860 2nd St, Seattle, WA 98101"
247269,ThinkPad Laptop,1,999.99,08/23/19 17:52,"873 8th St, Dallas, TX 75001"
247270,27in FHD Monitor,1,149.99,08/03/19 15:29,"418 Wilson St, Los Angeles, CA 90001"
247271,USB-C Charging Cable,1,11.95,08/12/19 17:05,"384 Hickory St, San Francisco, CA 94016"
247272,ThinkPad Laptop,1,999.99,08/28/19 23:30,"156 14th St, Dallas, TX 75001"
247273,AA Batteries (4-pack),1,3.84,08/05/19 10:02,"807 9th St, Atlanta, GA 30301"
247274,Flatscreen TV,1,300,08/23/19 22:01,"539 North St, New York City, NY 10001"
247275,27in 4K Gaming Monitor,1,389.99,08/22/19 18:13,"109 13th St, Atlanta, GA 30301"
247276,AA Batteries (4-pack),1,3.84,08/13/19 13:53,"306 Hickory St, Dallas, TX 75001"
247277,Macbook Pro Laptop,1,1700,08/22/19 08:12,"63 Hill St, Atlanta, GA 30301"
247278,Apple Airpods Headphones,1,150,08/12/19 18:09,"622 13th St, Portland, OR 97035"
247279,Bose SoundSport Headphones,1,99.99,08/11/19 23:38,"560 Lincoln St, Portland, OR 97035"
247280,USB-C Charging Cable,1,11.95,08/02/19 21:02,"700 Hickory St, Seattle, WA 98101"
247281,Macbook Pro Laptop,1,1700,08/18/19 17:33,"210 Forest St, Los Angeles, CA 90001"
247282,27in FHD Monitor,1,149.99,08/07/19 11:36,"507 Maple St, Los Angeles, CA 90001"
247283,34in Ultrawide Monitor,1,379.99,08/11/19 13:35,"525 Elm St, Boston, MA 02215"
247284,AA Batteries (4-pack),1,3.84,08/28/19 21:58,"617 South St, Boston, MA 02215"
247285,iPhone,1,700,08/05/19 20:51,"840 Cherry St, New York City, NY 10001"
247286,Bose SoundSport Headphones,1,99.99,08/25/19 15:11,"656 Adams St, Atlanta, GA 30301"
247287,iPhone,1,700,08/14/19 08:04,"39 Elm St, Portland, OR 97035"
247288,LG Dryer,1,600.0,08/21/19 15:36,"80 7th St, New York City, NY 10001"
247289,Lightning Charging Cable,1,14.95,08/17/19 15:22,"247 Church St, Boston, MA 02215"
247290,AA Batteries (4-pack),1,3.84,08/29/19 09:21,"52 Spruce St, Atlanta, GA 30301"
247291,Wired Headphones,1,11.99,08/17/19 22:30,"835 Chestnut St, Boston, MA 02215"
247292,Bose SoundSport Headphones,1,99.99,08/29/19 22:37,"566 2nd St, Los Angeles, CA 90001"
247293,Apple Airpods Headphones,1,150,08/11/19 10:15,"391 South St, Dallas, TX 75001"
247293,AAA Batteries (4-pack),2,2.99,08/11/19 10:15,"391 South St, Dallas, TX 75001"
247294,Apple Airpods Headphones,1,150,08/27/19 19:56,"806 Highland St, New York City, NY 10001"
247295,27in FHD Monitor,1,149.99,08/23/19 13:09,"349 Meadow St, Seattle, WA 98101"
247296,AAA Batteries (4-pack),1,2.99,08/16/19 20:55,"768 Church St, San Francisco, CA 94016"
247297,Apple Airpods Headphones,1,150,08/28/19 18:25,"934 Lincoln St, Portland, OR 97035"
247298,iPhone,1,700,08/05/19 17:26,"651 12th St, San Francisco, CA 94016"
247299,Lightning Charging Cable,1,14.95,08/02/19 11:48,"9 5th St, Portland, OR 97035"
247300,Wired Headphones,1,11.99,08/27/19 21:14,"585 Madison St, San Francisco, CA 94016"
247301,Flatscreen TV,1,300,08/27/19 21:24,"807 Spruce St, San Francisco, CA 94016"
247302,Macbook Pro Laptop,1,1700,08/02/19 20:21,"202 West St, San Francisco, CA 94016"
247303,Apple Airpods Headphones,1,150,08/31/19 07:34,"351 7th St, New York City, NY 10001"
247304,AA Batteries (4-pack),1,3.84,08/08/19 23:48,"691 Ridge St, New York City, NY 10001"
247305,Bose SoundSport Headphones,1,99.99,08/14/19 17:02,"978 Maple St, San Francisco, CA 94016"
247306,iPhone,1,700,08/25/19 01:35,"17 Elm St, New York City, NY 10001"
247307,Apple Airpods Headphones,1,150,08/31/19 12:52,"76 Meadow St, Los Angeles, CA 90001"
247308,AA Batteries (4-pack),1,3.84,08/10/19 08:29,"145 Park St, Portland, ME 04101"
247309,20in Monitor,1,109.99,08/03/19 19:32,"993 Center St, Los Angeles, CA 90001"
247310,Bose SoundSport Headphones,1,99.99,08/12/19 10:56,"275 Hill St, San Francisco, CA 94016"
247311,AA Batteries (4-pack),1,3.84,08/11/19 18:06,"868 Cherry St, New York City, NY 10001"
247312,Lightning Charging Cable,1,14.95,08/24/19 13:58,"173 Center St, San Francisco, CA 94016"
247313,34in Ultrawide Monitor,1,379.99,08/04/19 19:18,"459 13th St, Portland, OR 97035"
247314,Bose SoundSport Headphones,1,99.99,08/14/19 21:31,"144 Pine St, Los Angeles, CA 90001"
247315,Bose SoundSport Headphones,1,99.99,08/03/19 11:53,"747 Washington St, Los Angeles, CA 90001"
247316,Bose SoundSport Headphones,1,99.99,08/04/19 08:20,"767 Center St, New York City, NY 10001"
247317,ThinkPad Laptop,1,999.99,08/26/19 06:38,"309 South St, New York City, NY 10001"
247318,27in FHD Monitor,1,149.99,08/09/19 17:22,"910 12th St, New York City, NY 10001"
247319,iPhone,1,700,08/20/19 19:56,"133 North St, Boston, MA 02215"
247319,Lightning Charging Cable,1,14.95,08/20/19 19:56,"133 North St, Boston, MA 02215"
247320,USB-C Charging Cable,1,11.95,08/17/19 13:22,"164 Pine St, New York City, NY 10001"
247321,ThinkPad Laptop,1,999.99,08/04/19 17:05,"657 Adams St, San Francisco, CA 94016"
247322,AA Batteries (4-pack),1,3.84,08/04/19 17:41,"842 Ridge St, Los Angeles, CA 90001"
247323,Apple Airpods Headphones,1,150,08/15/19 21:54,"643 Hickory St, Los Angeles, CA 90001"
247324,USB-C Charging Cable,1,11.95,08/19/19 17:07,"27 Hill St, Los Angeles, CA 90001"
247325,Bose SoundSport Headphones,1,99.99,08/05/19 15:03,"459 Church St, Atlanta, GA 30301"
247326,USB-C Charging Cable,1,11.95,08/05/19 22:16,"830 Jefferson St, Dallas, TX 75001"
247327,Lightning Charging Cable,1,14.95,08/11/19 09:14,"814 Willow St, San Francisco, CA 94016"
247328,AA Batteries (4-pack),1,3.84,08/09/19 17:55,"724 Madison St, Dallas, TX 75001"
247329,AA Batteries (4-pack),2,3.84,08/22/19 14:23,"744 Hickory St, Atlanta, GA 30301"
247330,AA Batteries (4-pack),1,3.84,08/04/19 14:34,"581 Sunset St, San Francisco, CA 94016"
247331,Macbook Pro Laptop,1,1700,08/05/19 18:11,"594 Lake St, Austin, TX 73301"
247331,Bose SoundSport Headphones,1,99.99,08/05/19 18:11,"594 Lake St, Austin, TX 73301"
247332,Lightning Charging Cable,1,14.95,08/19/19 13:44,"680 Johnson St, Boston, MA 02215"
247333,Apple Airpods Headphones,1,150,08/01/19 10:34,"398 5th St, Boston, MA 02215"
247334,AA Batteries (4-pack),1,3.84,08/16/19 16:39,"113 Hill St, Los Angeles, CA 90001"
247335,Bose SoundSport Headphones,1,99.99,08/04/19 12:51,"109 North St, Los Angeles, CA 90001"
247336,AA Batteries (4-pack),2,3.84,08/13/19 10:37,"214 Chestnut St, Atlanta, GA 30301"
247337,Bose SoundSport Headphones,1,99.99,08/02/19 17:09,"934 Hill St, San Francisco, CA 94016"
247338,USB-C Charging Cable,1,11.95,08/21/19 16:33,"396 Maple St, Atlanta, GA 30301"
247339,Bose SoundSport Headphones,1,99.99,08/27/19 18:48,"313 Lincoln St, San Francisco, CA 94016"
247340,Wired Headphones,1,11.99,08/30/19 15:48,"857 Washington St, Austin, TX 73301"
247341,AA Batteries (4-pack),2,3.84,08/27/19 10:40,"165 Sunset St, Los Angeles, CA 90001"
247342,Google Phone,1,600,08/30/19 22:03,"475 West St, Dallas, TX 75001"
247342,Bose SoundSport Headphones,1,99.99,08/30/19 22:03,"475 West St, Dallas, TX 75001"
247343,Wired Headphones,1,11.99,08/16/19 11:09,"684 Lake St, Seattle, WA 98101"
247344,Apple Airpods Headphones,1,150,08/15/19 02:57,"325 Hickory St, Dallas, TX 75001"
247345,Lightning Charging Cable,1,14.95,08/24/19 16:34,"699 Elm St, Boston, MA 02215"
247346,Wired Headphones,2,11.99,08/26/19 09:04,"840 Pine St, Los Angeles, CA 90001"
247347,Bose SoundSport Headphones,2,99.99,08/25/19 13:38,"176 8th St, Boston, MA 02215"
247348,AA Batteries (4-pack),2,3.84,08/31/19 20:58,"177 Dogwood St, Dallas, TX 75001"
247349,Lightning Charging Cable,1,14.95,08/30/19 14:34,"103 Lake St, Boston, MA 02215"
247350,ThinkPad Laptop,1,999.99,08/11/19 17:33,"503 Center St, New York City, NY 10001"
247351,Vareebadd Phone,1,400,08/20/19 09:32,"714 Center St, Los Angeles, CA 90001"
247352,Apple Airpods Headphones,1,150,08/27/19 18:31,"720 Jackson St, Dallas, TX 75001"
247353,20in Monitor,1,109.99,08/31/19 22:11,"728 Sunset St, Atlanta, GA 30301"
247354,USB-C Charging Cable,1,11.95,08/26/19 18:17,"572 Madison St, San Francisco, CA 94016"
247355,USB-C Charging Cable,1,11.95,08/16/19 11:43,"764 Main St, New York City, NY 10001"
247356,iPhone,1,700,08/17/19 19:34,"382 Lake St, Atlanta, GA 30301"
247357,AA Batteries (4-pack),1,3.84,08/07/19 09:32,"980 Ridge St, Seattle, WA 98101"
247358,Flatscreen TV,1,300,08/21/19 20:39,"20 Jackson St, Boston, MA 02215"
247359,Apple Airpods Headphones,1,150,08/15/19 21:35,"524 1st St, New York City, NY 10001"
247360,Bose SoundSport Headphones,1,99.99,08/15/19 18:15,"95 Spruce St, Dallas, TX 75001"
247361,Bose SoundSport Headphones,1,99.99,08/23/19 18:14,"515 2nd St, Los Angeles, CA 90001"
247362,34in Ultrawide Monitor,1,379.99,08/14/19 09:41,"340 Jackson St, New York City, NY 10001"
247363,AAA Batteries (4-pack),1,2.99,08/24/19 08:04,"567 Church St, Austin, TX 73301"
247364,AA Batteries (4-pack),1,3.84,08/06/19 20:09,"332 Maple St, Austin, TX 73301"
247365,Apple Airpods Headphones,1,150,08/31/19 10:01,"654 Lincoln St, San Francisco, CA 94016"
247366,Bose SoundSport Headphones,1,99.99,08/23/19 12:24,"935 Ridge St, New York City, NY 10001"
247367,20in Monitor,1,109.99,08/19/19 20:22,"972 Meadow St, San Francisco, CA 94016"
247368,Wired Headphones,1,11.99,08/15/19 18:20,"671 6th St, San Francisco, CA 94016"
247369,Apple Airpods Headphones,1,150,08/01/19 18:51,"219 Park St, Los Angeles, CA 90001"
247370,AA Batteries (4-pack),1,3.84,08/04/19 09:20,"460 West St, Austin, TX 73301"
247371,27in FHD Monitor,1,149.99,08/27/19 04:50,"862 River St, New York City, NY 10001"
247372,Apple Airpods Headphones,1,150,08/08/19 14:52,"161 Cedar St, New York City, NY 10001"
247373,AAA Batteries (4-pack),1,2.99,08/18/19 19:52,"481 Jefferson St, San Francisco, CA 94016"
247374,34in Ultrawide Monitor,1,379.99,08/30/19 08:50,"565 10th St, Austin, TX 73301"
247375,Lightning Charging Cable,1,14.95,08/31/19 07:06,"687 Meadow St, Austin, TX 73301"
247376,Lightning Charging Cable,1,14.95,08/01/19 11:14,"122 1st St, Seattle, WA 98101"
247377,Apple Airpods Headphones,1,150,08/06/19 14:17,"557 North St, San Francisco, CA 94016"
247378,USB-C Charging Cable,1,11.95,08/08/19 19:00,"646 Ridge St, New York City, NY 10001"
247379,USB-C Charging Cable,1,11.95,08/16/19 18:53,"563 Cedar St, New York City, NY 10001"
247380,Bose SoundSport Headphones,1,99.99,08/24/19 18:02,"116 Willow St, San Francisco, CA 94016"
247381,Bose SoundSport Headphones,1,99.99,08/06/19 23:09,"353 Adams St, Dallas, TX 75001"
247382,Bose SoundSport Headphones,1,99.99,08/12/19 02:35,"191 Lincoln St, Seattle, WA 98101"
247383,AAA Batteries (4-pack),1,2.99,08/26/19 21:07,"74 Maple St, New York City, NY 10001"
247384,Wired Headphones,1,11.99,08/31/19 18:49,"121 Willow St, Dallas, TX 75001"
247385,USB-C Charging Cable,1,11.95,08/20/19 22:28,"569 Lincoln St, Atlanta, GA 30301"
247385,Apple Airpods Headphones,1,150,08/20/19 22:28,"569 Lincoln St, Atlanta, GA 30301"
247386,USB-C Charging Cable,1,11.95,08/17/19 14:55,"609 Madison St, San Francisco, CA 94016"
247386,Wired Headphones,1,11.99,08/17/19 14:55,"609 Madison St, San Francisco, CA 94016"
247387,Lightning Charging Cable,1,14.95,08/30/19 15:37,"683 Maple St, San Francisco, CA 94016"
247388,AA Batteries (4-pack),3,3.84,08/06/19 16:33,"723 Sunset St, Los Angeles, CA 90001"
247389,AA Batteries (4-pack),1,3.84,08/05/19 06:54,"900 North St, San Francisco, CA 94016"
247390,Lightning Charging Cable,1,14.95,08/20/19 02:27,"234 7th St, San Francisco, CA 94016"
247390,20in Monitor,1,109.99,08/20/19 02:27,"234 7th St, San Francisco, CA 94016"
247391,iPhone,1,700,08/28/19 22:32,"735 9th St, Austin, TX 73301"
247391,Lightning Charging Cable,1,14.95,08/28/19 22:32,"735 9th St, Austin, TX 73301"
247392,iPhone,1,700,08/14/19 04:06,"175 Maple St, San Francisco, CA 94016"
247393,Wired Headphones,1,11.99,08/03/19 00:50,"700 7th St, San Francisco, CA 94016"
247394,34in Ultrawide Monitor,1,379.99,08/08/19 23:39,"346 Ridge St, Los Angeles, CA 90001"
247395,Bose SoundSport Headphones,1,99.99,08/03/19 10:39,"345 Sunset St, New York City, NY 10001"
247396,Vareebadd Phone,1,400,08/02/19 13:09,"300 Chestnut St, Austin, TX 73301"
247397,Lightning Charging Cable,1,14.95,08/03/19 12:41,"554 Lincoln St, Austin, TX 73301"
247398,ThinkPad Laptop,1,999.99,08/22/19 19:25,"477 Walnut St, Boston, MA 02215"
247399,Macbook Pro Laptop,1,1700,08/18/19 21:57,"688 Spruce St, Atlanta, GA 30301"
247400,AAA Batteries (4-pack),1,2.99,08/18/19 21:09,"283 Cedar St, Dallas, TX 75001"
247401,Apple Airpods Headphones,1,150,08/27/19 18:56,"864 Meadow St, Boston, MA 02215"
247402,USB-C Charging Cable,1,11.95,08/12/19 15:53,"580 Main St, San Francisco, CA 94016"
247403,iPhone,1,700,08/07/19 09:03,"987 South St, San Francisco, CA 94016"
247404,AA Batteries (4-pack),1,3.84,08/24/19 13:38,"313 4th St, San Francisco, CA 94016"
247405,Flatscreen TV,1,300,08/22/19 22:11,"624 Sunset St, Atlanta, GA 30301"
247406,AAA Batteries (4-pack),3,2.99,08/19/19 19:44,"795 Cherry St, Dallas, TX 75001"
247407,Bose SoundSport Headphones,1,99.99,08/09/19 09:09,"654 Madison St, Los Angeles, CA 90001"
247408,USB-C Charging Cable,1,11.95,08/26/19 17:34,"44 Walnut St, New York City, NY 10001"
247409,34in Ultrawide Monitor,1,379.99,08/15/19 10:12,"886 Wilson St, Portland, OR 97035"
247410,AAA Batteries (4-pack),1,2.99,08/01/19 10:10,"262 Church St, New York City, NY 10001"
247411,USB-C Charging Cable,1,11.95,08/21/19 12:19,"377 2nd St, Austin, TX 73301"
247412,Apple Airpods Headphones,1,150,08/25/19 18:29,"721 River St, Boston, MA 02215"
247413,Macbook Pro Laptop,1,1700,08/14/19 10:15,"978 Dogwood St, Portland, OR 97035"
247414,Apple Airpods Headphones,1,150,08/21/19 15:39,"290 Lakeview St, Portland, OR 97035"
247415,Lightning Charging Cable,2,14.95,08/23/19 19:10,"283 Main St, Los Angeles, CA 90001"
247416,AAA Batteries (4-pack),1,2.99,08/07/19 09:27,"269 Walnut St, New York City, NY 10001"
247417,Apple Airpods Headphones,1,150,08/10/19 17:27,"736 2nd St, Atlanta, GA 30301"
247418,Apple Airpods Headphones,1,150,08/27/19 17:15,"263 Lincoln St, Boston, MA 02215"
247419,Apple Airpods Headphones,1,150,08/16/19 23:15,"385 Highland St, Los Angeles, CA 90001"
247420,Lightning Charging Cable,1,14.95,08/10/19 19:45,"160 Washington St, San Francisco, CA 94016"
247421,27in FHD Monitor,1,149.99,08/28/19 13:57,"976 7th St, Los Angeles, CA 90001"
